conf:
                      batch_size: 20
                    bg_thresh_hi: 0.3000
                    bg_thresh_lo: 0
                       bg_weight: 1
         drop_boxes_runoff_image: 1
                     feat_stride: 4
                     fg_fraction: 0.5000
                       fg_thresh: 0.5000
                     image_means: [1x1x3 single]
                   ims_per_batch: 2
                        max_size: 512
                 max_test_length: 3008
                 min_test_length: 64
                        rng_seed: 6
                          scales: 512
                  target_only_gt: 1
                     test_binary: 0
    test_drop_boxes_runoff_image: 0
                   test_max_size: 512
             test_min_box_height: 8
               test_min_box_size: 8
                        test_nms: 0.5000
                test_scale_range: [0.5000 1 2]
                     test_scales: 512
                     use_flipped: 0
                         use_gpu: 1
                        exp_name: 'old_conv3_s4'
                output_width_map: [1x1 containers.Map]
               output_height_map: [1x1 containers.Map]
                         anchors: [5 5 12 12]

opts:
                 cache_name: 'widerface_VGG16_stage1_rpn'
                       conf: [1x1 struct]
                     do_val: 1
    empty_image_sample_step: 1
                   exp_name: 'old_conv3_s4'
                 imdb_train: {[1x1 struct]}
                   imdb_val: [1x1 struct]
                   net_file: 'D:\RPN_BF_master\models\VGG16_widerface\pre_trained_models\vgg_16layers\v…'
                roidb_train: {[1x1 struct]}
                  roidb_val: [1x1 struct]
          snapshot_interval: 2000
            solver_def_file: 'D:\RPN_BF_master\models\VGG16_widerface\rpn_prototxts\vgg_leave\solver_30…'
               val_interval: 2000
                  val_iters: 1000

Preparing training data...Done.
Preparing validation data...Done.
Iter 1, Image 3086, 1880: 1.3 Hz, accuarcy = 0.5712, loss_bbox = 0.0000, loss_cls = 0.6918, accuracy_fg = 0.0000, accuracy_bg = 0.6000, 
Iter 565, Image 9579, 8240: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0001, loss_cls = 0.1835, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 566, Image 9973, 3393: 1.7 Hz, accuarcy = 0.9968, loss_bbox = 0.0000, loss_cls = 0.0706, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 567, Image 1539, 5840: 1.6 Hz, accuarcy = 0.9996, loss_bbox = 0.0000, loss_cls = 0.0589, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 568, Image 4471, 405: 1.6 Hz, accuarcy = 0.9984, loss_bbox = 0.0000, loss_cls = 0.0567, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 569, Image 6859, 8283: 1.8 Hz, accuarcy = 0.9994, loss_bbox = 0.0000, loss_cls = 0.0323, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 570, Image 10816, 7908: 1.6 Hz, accuarcy = 0.9991, loss_bbox = 0.0002, loss_cls = 0.2688, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 571, Image 7637, 3996: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0283, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 572, Image 10800, 7529: 1.7 Hz, accuarcy = 0.9996, loss_bbox = 0.0000, loss_cls = 0.0092, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 573, Image 6225, 8843: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0034, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 574, Image 7034, 10429: 1.6 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0240, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 575, Image 2016, 5430: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0036, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 576, Image 2301, 5758: 1.7 Hz, accuarcy = 0.9995, loss_bbox = 0.0000, loss_cls = 0.0062, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 577, Image 6249, 1609: 1.6 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0423, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 578, Image 9709, 2283: 1.7 Hz, accuarcy = 0.9982, loss_bbox = 0.0000, loss_cls = 0.0360, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 579, Image 9814, 10360: 1.6 Hz, accuarcy = 0.9989, loss_bbox = 0.0000, loss_cls = 0.0137, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 580, Image 3109, 484: 1.7 Hz, accuarcy = 0.9893, loss_bbox = 0.0003, loss_cls = 0.2780, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 581, Image 3957, 8987: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0050, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 582, Image 8865, 784: 1.7 Hz, accuarcy = 0.9954, loss_bbox = 0.0002, loss_cls = 0.1444, accuracy_fg = 0.3333, accuracy_bg = 1.0000, 
Iter 583, Image 9843, 378: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0144, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 584, Image 3487, 5565: 1.7 Hz, accuarcy = 0.9984, loss_bbox = 0.0000, loss_cls = 0.0332, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 585, Image 6149, 6789: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0030, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 586, Image 2652, 10337: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0185, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 587, Image 1723, 4375: 1.6 Hz, accuarcy = 0.9980, loss_bbox = 0.0001, loss_cls = 0.0669, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 588, Image 11529, 4472: 1.7 Hz, accuarcy = 0.9997, loss_bbox = 0.0000, loss_cls = 0.0146, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 589, Image 7257, 3286: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0032, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 590, Image 6109, 6097: 1.5 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0109, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 591, Image 3337, 7067: 1.7 Hz, accuarcy = 0.9997, loss_bbox = 0.0000, loss_cls = 0.1076, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 592, Image 2134, 7907: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0052, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 593, Image 2071, 10501: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0266, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 594, Image 9811, 4199: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0059, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 595, Image 9316, 5076: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0187, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 596, Image 5285, 4775: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0039, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 597, Image 6435, 8669: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0151, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 598, Image 1658, 6673: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0041, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 599, Image 5107, 9438: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0040, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 600, Image 1667, 3738: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0051, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 601, Image 278, 3851: 1.7 Hz, accuarcy = 0.9993, loss_bbox = 0.0002, loss_cls = 0.4780, accuracy_fg = 0.2000, accuracy_bg = 1.0000, 
Iter 602, Image 1497, 5650: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0036, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 603, Image 583, 7097: 1.8 Hz, accuarcy = 0.9995, loss_bbox = 0.0002, loss_cls = 0.5361, accuracy_fg = 0.2000, accuracy_bg = 1.0000, 
Iter 604, Image 194, 1239: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0086, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 605, Image 6194, 748: 1.6 Hz, accuarcy = 0.9957, loss_bbox = 0.0006, loss_cls = 1.1745, accuracy_fg = 0.1000, accuracy_bg = 1.0000, 
Iter 606, Image 5306, 2688: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0008, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 607, Image 9288, 308: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0392, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 608, Image 2576, 7987: 1.7 Hz, accuarcy = 0.9993, loss_bbox = 0.0000, loss_cls = 0.0461, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 609, Image 2840, 8497: 1.7 Hz, accuarcy = 0.9991, loss_bbox = 0.0000, loss_cls = 0.1241, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 610, Image 9094, 10772: 1.7 Hz, accuarcy = 0.9990, loss_bbox = 0.0000, loss_cls = 0.0319, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 611, Image 9408, 6017: 1.6 Hz, accuarcy = 0.9996, loss_bbox = 0.0000, loss_cls = 0.0444, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 612, Image 10570, 8670: 1.7 Hz, accuarcy = 0.9985, loss_bbox = 0.0002, loss_cls = 0.1577, accuracy_fg = 0.5000, accuracy_bg = 1.0000, 
Iter 613, Image 4884, 3831: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0078, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 614, Image 11756, 6192: 1.6 Hz, accuarcy = 0.9996, loss_bbox = 0.0000, loss_cls = 0.0270, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 615, Image 1406, 1942: 1.8 Hz, accuarcy = 0.9973, loss_bbox = 0.0000, loss_cls = 0.0809, accuracy_fg = 0.0000, accuracy_bg = 0.9500, 
Iter 616, Image 539, 675: 1.8 Hz, accuarcy = 0.9615, loss_bbox = 0.0002, loss_cls = 0.4834, accuracy_fg = 0.0000, accuracy_bg = 0.9333, 
Iter 617, Image 3486, 10590: 1.7 Hz, accuarcy = 0.9962, loss_bbox = 0.0000, loss_cls = 0.1013, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 618, Image 11114, 10428: 1.7 Hz, accuarcy = 0.9984, loss_bbox = 0.0000, loss_cls = 0.0386, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 619, Image 7209, 5077: 1.7 Hz, accuarcy = 0.9861, loss_bbox = 0.0000, loss_cls = 0.1297, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 620, Image 5162, 4705: 1.6 Hz, accuarcy = 0.9977, loss_bbox = 0.0000, loss_cls = 0.0439, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 621, Image 11570, 3762: 1.7 Hz, accuarcy = 0.9993, loss_bbox = 0.0000, loss_cls = 0.0475, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 622, Image 6554, 8201: 1.6 Hz, accuarcy = 0.9984, loss_bbox = 0.0000, loss_cls = 0.1345, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 623, Image 4483, 2710: 1.8 Hz, accuarcy = 0.9928, loss_bbox = 0.0002, loss_cls = 0.2574, accuracy_fg = 0.4000, accuracy_bg = 1.0000, 
Iter 624, Image 8694, 4229: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0262, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 625, Image 5476, 10975: 1.8 Hz, accuarcy = 0.9980, loss_bbox = 0.0000, loss_cls = 0.0823, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 626, Image 8405, 9406: 1.7 Hz, accuarcy = 0.9940, loss_bbox = 0.0000, loss_cls = 0.0482, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 627, Image 5690, 5510: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0084, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 628, Image 4652, 3611: 1.6 Hz, accuarcy = 0.9953, loss_bbox = 0.0000, loss_cls = 0.0590, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 629, Image 6900, 5242: 1.8 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0085, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 630, Image 10692, 9654: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0075, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 631, Image 6796, 10308: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0178, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 632, Image 7007, 6751: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0234, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 633, Image 8304, 5009: 1.6 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0221, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 634, Image 8585, 160: 1.7 Hz, accuarcy = 0.9993, loss_bbox = 0.0001, loss_cls = 0.1305, accuracy_fg = 1.0000, accuracy_bg = 1.0000, 
Iter 635, Image 10056, 4976: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0029, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 636, Image 6834, 2048: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0076, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 637, Image 11530, 10538: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0131, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 638, Image 1306, 9310: 1.7 Hz, accuarcy = 0.9984, loss_bbox = 0.0003, loss_cls = 0.3348, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 639, Image 213, 11199: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0037, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 640, Image 10888, 8552: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0342, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 641, Image 8947, 1309: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0008, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 642, Image 4657, 8746: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0078, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 643, Image 704, 10826: 1.8 Hz, accuarcy = 0.9998, loss_bbox = 0.0003, loss_cls = 0.5974, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 644, Image 10505, 147: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0001, loss_cls = 0.3321, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 645, Image 11265, 10062: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0060, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 646, Image 1518, 6058: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0143, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 647, Image 3346, 9777: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0659, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 648, Image 763, 8720: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0351, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 649, Image 5841, 1043: 1.8 Hz, accuarcy = 0.9989, loss_bbox = 0.0003, loss_cls = 0.4994, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 650, Image 10801, 4853: 1.6 Hz, accuarcy = 0.9995, loss_bbox = 0.0002, loss_cls = 0.3324, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 651, Image 2272, 5764: 1.8 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0288, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 652, Image 3683, 12: 1.9 Hz, accuarcy = 0.9955, loss_bbox = 0.0000, loss_cls = 0.1064, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 653, Image 11288, 8524: 1.6 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0239, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 654, Image 11759, 4515: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0164, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 655, Image 8684, 3047: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0648, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 656, Image 7756, 5266: 1.6 Hz, accuarcy = 0.9985, loss_bbox = 0.0001, loss_cls = 0.1021, accuracy_fg = 0.5000, accuracy_bg = 1.0000, 
Iter 657, Image 5249, 6704: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0216, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 658, Image 1087, 3922: 1.7 Hz, accuarcy = 0.9960, loss_bbox = 0.0003, loss_cls = 0.2410, accuracy_fg = 0.2000, accuracy_bg = 1.0000, 
Iter 659, Image 7031, 2042: 1.7 Hz, accuarcy = 0.9973, loss_bbox = 0.0001, loss_cls = 0.1168, accuracy_fg = 0.5000, accuracy_bg = 1.0000, 
Iter 660, Image 8856, 1709: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0237, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 661, Image 3406, 7036: 1.7 Hz, accuarcy = 0.9976, loss_bbox = 0.0000, loss_cls = 0.0588, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 662, Image 3980, 4379: 1.7 Hz, accuarcy = 0.9934, loss_bbox = 0.0000, loss_cls = 0.0695, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 663, Image 10251, 9271: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0234, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 664, Image 2241, 4493: 1.8 Hz, accuarcy = 0.9995, loss_bbox = 0.0000, loss_cls = 0.0525, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 665, Image 1537, 4101: 1.8 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0186, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 666, Image 9311, 4099: 1.8 Hz, accuarcy = 0.9974, loss_bbox = 0.0001, loss_cls = 0.1478, accuracy_fg = 0.3333, accuracy_bg = 1.0000, 
Iter 667, Image 7476, 8456: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0085, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 668, Image 4688, 9710: 1.7 Hz, accuarcy = 0.9981, loss_bbox = 0.0000, loss_cls = 0.0789, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 669, Image 6345, 9329: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0240, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 670, Image 628, 6589: 1.7 Hz, accuarcy = 0.9988, loss_bbox = 0.0000, loss_cls = 0.0320, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 671, Image 2420, 11497: 1.8 Hz, accuarcy = 0.9978, loss_bbox = 0.0000, loss_cls = 0.0866, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 672, Image 8267, 7214: 1.6 Hz, accuarcy = 0.9973, loss_bbox = 0.0000, loss_cls = 0.0704, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 673, Image 4995, 5530: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0141, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 674, Image 6224, 5072: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0056, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 675, Image 2062, 4175: 1.7 Hz, accuarcy = 0.9977, loss_bbox = 0.0002, loss_cls = 0.3639, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 676, Image 2197, 4530: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0067, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 677, Image 3174, 8493: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0022, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 678, Image 1034, 1549: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0043, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 679, Image 6921, 11699: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0053, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 680, Image 2661, 7291: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0064, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 681, Image 1864, 7808: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0054, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 682, Image 5627, 7701: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0014, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 683, Image 7139, 1310: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0064, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 684, Image 10216, 6776: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0182, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 685, Image 3225, 5367: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0071, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 686, Image 8563, 11519: 1.6 Hz, accuarcy = 0.9997, loss_bbox = 0.0003, loss_cls = 0.6061, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 687, Image 3925, 443: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0067, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 688, Image 10096, 5732: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0130, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 689, Image 2215, 5260: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0034, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 690, Image 10019, 1191: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0002, loss_cls = 1.0303, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 691, Image 2963, 2698: 1.8 Hz, accuarcy = 0.9995, loss_bbox = 0.0000, loss_cls = 0.0971, accuracy_fg = 1.0000, accuracy_bg = 1.0000, 
Iter 692, Image 2414, 2612: 1.6 Hz, accuarcy = 0.9990, loss_bbox = 0.0000, loss_cls = 0.0839, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 693, Image 10312, 9043: 1.5 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0277, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 694, Image 7334, 8834: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0217, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 695, Image 3529, 5091: 1.6 Hz, accuarcy = 0.9923, loss_bbox = 0.0002, loss_cls = 0.3637, accuracy_fg = 0.2000, accuracy_bg = 0.9333, 
Iter 696, Image 8381, 4697: 1.7 Hz, accuarcy = 0.9997, loss_bbox = 0.0000, loss_cls = 0.0101, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 697, Image 5670, 5755: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0105, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 698, Image 11610, 9423: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0026, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 699, Image 5582, 10409: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0098, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 700, Image 9529, 5838: 1.6 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0408, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 701, Image 6135, 9574: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0371, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 702, Image 2342, 3707: 1.7 Hz, accuarcy = 0.9994, loss_bbox = 0.0000, loss_cls = 0.0360, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 703, Image 6883, 3149: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0344, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 704, Image 229, 3793: 1.7 Hz, accuarcy = 0.9958, loss_bbox = 0.0003, loss_cls = 0.3682, accuracy_fg = 0.6000, accuracy_bg = 1.0000, 
Iter 705, Image 8663, 5901: 1.7 Hz, accuarcy = 0.9996, loss_bbox = 0.0000, loss_cls = 0.0265, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 706, Image 7819, 4271: 1.7 Hz, accuarcy = 0.9992, loss_bbox = 0.0002, loss_cls = 0.2387, accuracy_fg = 0.2000, accuracy_bg = 1.0000, 
Iter 707, Image 11037, 9631: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0247, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
